ymd,humidity,max wind speed,snowfall,temp
2012-01-02,56.0,25.0,0.0,42.0
2012-01-03,54.0,20.0,0.0,24.0
2012-01-04,47.0,16.0,0.0,20.0
2012-01-05,50.0,16.0,0.0,34.0
2012-01-06,51.0,14.0,0.0,44.0
2012-01-07,43.0,15.0,0.0,54.0
2012-01-08,48.0,16.0,0.0,40.0
2012-01-09,52.0,14.0,0.0,36.0
2012-01-10,60.0,14.0,0.0,40.0
2012-01-11,58.0,14.0,0.0,43.0
2012-01-12,93.0,30.0,0.0,43.0
2012-01-13,73.0,25.0,,39.0
2012-01-14,52.0,17.0,,30.0
2012-01-15,42.0,17.0,0.0,21.0
2012-01-16,57.0,17.0,,26.0
2012-01-17,85.0,17.0,,45.0
2012-01-18,56.0,22.0,0.0,39.0
2012-01-19,57.0,16.0,0.0,29.0
2012-01-20,47.0,18.0,0.0,30.0
2012-01-21,67.0,17.0,4.3,26.0
2012-01-22,72.0,16.0,0.0,26.0
2012-01-23,91.0,17.0,,44.0
2012-01-24,73.0,14.0,0.0,48.0
2012-01-25,54.0,16.0,0.0,40.0
2012-01-26,80.0,13.0,,37.0
2012-01-27,77.0,25.0,0.0,50.0
2012-01-28,53.0,17.0,0.0,40.0
2012-01-29,,,0.3,33.0
2012-01-30,,,0.2,33.0
2012-01-31,39.0,13.0,0.0,54.0
2012-02-01,56.0,20.0,0.0,55.0
2012-02-02,59.0,16.0,0.0,43.0
2012-02-03,46.0,16.0,0.0,37.0
2012-02-04,46.0,15.0,0.0,41.0
2012-02-05,51.0,10.0,0.0,36.0
2012-02-06,48.0,16.0,0.0,42.0
2012-02-07,47.0,16.0,0.0,44.0
2012-02-08,64.0,13.0,,35.0
2012-02-09,62.0,15.0,,39.0
2012-02-10,58.0,15.0,0.0,40.0
2012-02-11,74.0,15.0,,35.0
2012-02-12,47.0,23.0,0.2,26.0
2012-02-13,44.0,18.0,0.0,36.0
2012-02-14,47.0,20.0,0.0,42.0
2012-02-15,77.0,10.0,0.0,43.0
2012-02-16,78.0,12.0,0.0,40.0
2012-02-17,64.0,16.0,0.0,46.0
2012-02-18,56.0,16.0,0.0,42.0
2012-02-19,53.0,18.0,0.0,40.0
2012-02-20,42.0,17.0,0.0,39.0
2012-02-21,55.0,16.0,0.0,39.0
2012-02-22,54.0,16.0,0.0,50.0
2012-02-23,57.0,21.0,0.0,52.0
2012-02-24,71.0,21.0,,41.0
2012-02-25,47.0,22.0,,39.0
2012-02-26,39.0,28.0,0.0,37.0
2012-02-27,50.0,14.0,0.0,48.0
2012-02-28,40.0,21.0,0.0,45.0
2012-02-29,73.0,15.0,0.0,40.0
2012-03-01,90.0,10.0,0.0,39.0
2012-03-02,84.0,18.0,0.0,38.0
2012-03-03,62.0,16.0,0.0,49.0
2012-03-04,50.0,16.0,0.0,41.0
2012-03-05,43.0,17.0,0.0,36.0
2012-03-06,41.0,14.0,0.0,35.0
2012-03-07,50.0,16.0,0.0,50.0
2012-03-08,62.0,17.0,0.0,62.0
2012-03-09,49.0,18.0,0.0,51.0
2012-03-10,36.0,17.0,0.0,36.0
2012-03-11,39.0,18.0,0.0,49.0
2012-03-12,40.0,13.0,0.0,59.0
2012-03-13,66.0,14.0,0.0,64.0
2012-03-14,36.0,17.0,0.0,60.0
2012-03-15,79.0,13.0,0.0,48.0
2012-03-16,87.0,10.0,0.0,47.0
2012-03-17,75.0,12.0,0.0,54.0
2012-03-18,77.0,12.0,0.0,55.0
2012-03-19,66.0,12.0,0.0,65.0
2012-03-20,77.0,10.0,0.0,64.0
2012-03-21,87.0,10.0,0.0,62.0
2012-03-22,77.0,12.0,0.0,67.0
2012-03-23,57.0,14.0,0.0,67.0
2012-03-24,42.0,15.0,0.0,61.0
2012-03-25,73.0,16.0,0.0,49.0
2012-03-26,49.0,23.0,0.0,44.0
2012-03-27,20.0,14.0,0.0,41.0
2012-03-28,42.0,17.0,0.0,56.0
2012-03-29,52.0,18.0,0.0,52.0
2012-03-30,41.0,14.0,0.0,49.0
2012-03-31,88.0,20.0,0.0,41.0
2012-04-01,80.0,12.0,0.0,47.0
2012-04-02,58.0,17.0,0.0,49.0
2012-04-03,30.0,15.0,0.0,52.0
2012-04-04,29.0,17.0,0.0,58.0
2012-04-05,41.0,15.0,0.0,50.0
2012-04-06,38.0,15.0,0.0,49.0
2012-04-07,27.0,16.0,0.0,51.0
2012-04-08,26.0,17.0,0.0,56.0
2012-04-09,31.0,23.0,0.0,57.0
2012-04-10,44.0,16.0,0.0,53.0
2012-04-11,53.0,12.0,0.0,48.0
2012-04-12,50.0,13.0,0.0,52.0
2012-04-13,40.0,12.0,0.0,54.0
2012-04-14,31.0,8.0,0.0,61.0
2012-04-15,53.0,15.0,0.0,68.0
2012-04-16,54.0,15.0,0.0,77.0
2012-04-17,39.0,14.0,0.0,70.0
2012-04-18,55.0,13.0,0.0,56.0
2012-04-19,61.0,13.0,0.0,59.0
2012-04-20,66.0,14.0,0.0,63.0
2012-04-21,80.0,22.0,0.0,63.0
2012-04-22,87.0,23.0,0.0,50.0
2012-04-23,86.0,16.0,0.0,48.0
2012-04-24,53.0,17.0,0.0,50.0
2012-04-25,50.0,12.0,0.0,53.0
2012-04-26,76.0,10.0,0.0,53.0
2012-04-27,70.0,18.0,0.0,49.0
2012-04-28,42.0,13.0,0.0,49.0
2012-04-29,35.0,16.0,0.0,54.0
2012-04-30,47.0,13.0,0.0,53.0
2012-05-01,82.0,13.0,0.0,60.0
2012-05-02,90.0,13.0,0.0,52.0
2012-05-03,93.0,8.0,0.0,54.0
2012-05-04,84.0,10.0,0.0,64.0
2012-05-05,89.0,9.0,0.0,60.0
2012-05-06,72.0,10.0,0.0,59.0
2012-05-07,60.0,10.0,0.0,59.0
2012-05-08,80.0,15.0,0.0,61.0
2012-05-09,89.0,10.0,0.0,63.0
2012-05-10,68.0,13.0,0.0,58.0
2012-05-11,42.0,16.0,0.0,59.0
2012-05-12,38.0,12.0,0.0,66.0
2012-05-13,49.0,12.0,0.0,72.0
2012-05-14,74.0,14.0,0.0,67.0
2012-05-15,92.0,10.0,0.0,63.0
2012-05-16,79.0,9.0,0.0,70.0
2012-05-17,49.0,15.0,0.0,63.0
2012-05-18,49.0,12.0,0.0,63.0
2012-05-19,49.0,10.0,0.0,67.0
2012-05-20,44.0,15.0,0.0,68.0
2012-05-21,84.0,17.0,0.0,60.0
2012-05-22,89.0,13.0,0.0,65.0
2012-05-23,87.0,12.0,0.0,70.0
2012-05-24,97.0,7.0,0.0,64.0
2012-05-25,90.0,9.0,0.0,68.0
2012-05-26,83.0,10.0,0.0,76.0
2012-05-27,76.0,7.0,0.0,73.0
2012-05-28,73.0,12.0,0.0,80.0
2012-05-29,73.0,12.0,0.0,79.0
2012-05-30,79.0,9.0,0.0,72.0
2012-05-31,60.0,12.0,0.0,73.0
2012-06-01,71.0,15.0,0.0,68.0
2012-06-02,74.0,13.0,0.0,68.0
2012-06-03,56.0,17.0,0.0,67.0
2012-06-04,77.0,16.0,0.0,59.0
2012-06-05,70.0,12.0,0.0,58.0
2012-06-06,65.0,9.0,0.0,63.0
2012-06-07,66.0,9.0,0.0,68.0
2012-06-08,57.0,12.0,0.0,71.0
2012-06-09,57.0,9.0,0.0,71.0
2012-06-10,72.0,10.0,0.0,75.0
2012-06-11,63.0,14.0,0.0,71.0
2012-06-12,89.0,13.0,0.0,69.0
2012-06-13,88.0,14.0,0.0,67.0
2012-06-14,74.0,15.0,0.0,70.0
2012-06-15,61.0,10.0,0.0,70.0
2012-06-16,60.0,12.0,0.0,70.0
2012-06-17,68.0,9.0,0.0,66.0
2012-06-18,73.0,9.0,0.0,65.0
2012-06-19,77.0,9.0,0.0,70.0
2012-06-20,68.0,12.0,0.0,82.0
2012-06-21,54.0,13.0,0.0,87.0
2012-06-22,74.0,14.0,0.0,80.0
2012-06-23,67.0,12.0,0.0,77.0
2012-06-24,50.0,9.0,0.0,75.0
2012-06-25,79.0,10.0,0.0,68.0
2012-06-26,53.0,16.0,0.0,65.0
2012-06-27,48.0,15.0,0.0,77.0
2012-06-28,46.0,12.0,0.0,78.0
2012-06-29,69.0,12.0,0.0,81.0
2012-06-30,45.0,14.0,0.0,85.0
2012-07-01,50.0,14.0,0.0,84.0
2012-07-02,42.0,9.0,0.0,80.0
2012-07-03,48.0,14.0,0.0,80.0
2012-07-04,71.0,12.0,0.0,81.0
2012-07-05,45.0,10.0,0.0,86.0
2012-07-06,51.0,10.0,0.0,83.0
2012-07-07,53.0,12.0,0.0,85.0
2012-07-08,67.0,12.0,0.0,82.0
2012-07-09,46.0,10.0,0.0,80.0
2012-07-10,52.0,12.0,0.0,78.0
2012-07-11,60.0,10.0,0.0,78.0
2012-07-12,56.0,10.0,0.0,80.0
2012-07-13,57.0,9.0,0.0,82.0
2012-07-14,61.0,13.0,0.0,79.0
2012-07-15,76.0,14.0,0.0,80.0
2012-07-16,68.0,9.0,0.0,81.0
2012-07-17,50.0,14.0,0.0,85.0
2012-07-18,70.0,13.0,0.0,87.0
2012-07-19,79.0,17.0,0.0,72.0
2012-07-20,87.0,18.0,0.0,67.0
2012-07-21,70.0,12.0,0.0,70.0
2012-07-22,62.0,10.0,0.0,74.0
2012-07-23,75.0,10.0,0.0,79.0
2012-07-24,63.0,14.0,0.0,83.0
2012-07-25,45.0,14.0,0.0,76.0
2012-07-26,77.0,21.0,0.0,78.0
2012-07-27,72.0,12.0,0.0,79.0
2012-07-28,80.0,12.0,0.0,75.0
2012-07-29,78.0,9.0,0.0,74.0
2012-07-30,76.0,10.0,0.0,75.0
2012-07-31,69.0,10.0,0.0,75.0
2012-08-01,90.0,9.0,0.0,74.0
2012-08-02,72.0,12.0,0.0,79.0
2012-08-03,71.0,9.0,0.0,82.0
2012-08-04,68.0,12.0,0.0,83.0
2012-08-05,73.0,17.0,0.0,82.0
2012-08-06,70.0,14.0,0.0,79.0
2012-08-07,58.0,8.0,0.0,76.0
2012-08-08,73.0,8.0,0.0,80.0
2012-08-09,73.0,13.0,0.0,81.0
2012-08-10,87.0,12.0,0.0,75.0
2012-08-11,76.0,13.0,0.0,81.0
2012-08-12,64.0,13.0,0.0,80.0
2012-08-13,54.0,12.0,0.0,78.0
2012-08-14,71.0,9.0,0.0,76.0
2012-08-15,84.0,10.0,0.0,75.0
2012-08-16,69.0,12.0,0.0,76.0
2012-08-17,68.0,12.0,0.0,77.0
2012-08-18,70.0,12.0,0.0,71.0
2012-08-19,65.0,8.0,0.0,68.0
2012-08-20,63.0,7.0,0.0,72.0
2012-08-21,57.0,8.0,0.0,74.0
2012-08-22,66.0,9.0,0.0,75.0
2012-08-23,62.0,9.0,0.0,77.0
2012-08-24,57.0,8.0,0.0,78.0
2012-08-25,70.0,12.0,0.0,78.0
2012-08-26,68.0,10.0,0.0,76.0
2012-08-27,78.0,12.0,0.0,76.0
2012-08-28,65.0,14.0,0.0,80.0
2012-08-29,52.0,14.0,0.0,73.0
2012-08-30,48.0,10.0,0.0,72.0
2012-08-31,48.0,14.0,0.0,80.0
2012-09-01,57.0,12.0,0.0,83.0
2012-09-02,73.0,8.0,0.0,77.0
2012-09-03,69.0,12.0,0.0,75.0
2012-09-04,90.0,10.0,0.0,75.0
2012-09-05,81.0,12.0,0.0,76.0
2012-09-06,76.0,9.0,0.0,75.0
2012-09-07,73.0,10.0,0.0,79.0
2012-09-08,82.0,18.0,0.0,72.0
2012-09-09,63.0,10.0,0.0,71.0
2012-09-10,57.0,14.0,0.0,65.0
2012-09-11,50.0,9.0,0.0,64.0
2012-09-12,54.0,9.0,0.0,70.0
2012-09-13,60.0,9.0,0.0,72.0
2012-09-14,62.0,10.0,0.0,72.0
2012-09-15,61.0,13.0,0.0,67.0
2012-09-16,54.0,9.0,0.0,66.0
2012-09-17,55.0,8.0,0.0,68.0
2012-09-18,88.0,22.0,0.0,71.0
2012-09-19,67.0,12.0,0.0,64.0
2012-09-20,68.0,12.0,0.0,62.0
2012-09-21,66.0,10.0,0.0,68.0
2012-09-22,80.0,14.0,0.0,68.0
2012-09-23,65.0,13.0,0.0,62.0
2012-09-24,53.0,12.0,0.0,60.0
2012-09-25,54.0,15.0,0.0,63.0
2012-09-26,69.0,12.0,0.0,70.0
2012-09-27,75.0,10.0,0.0,69.0
2012-09-28,89.0,10.0,0.0,65.0
2012-09-29,80.0,8.0,0.0,61.0
2012-09-30,69.0,13.0,0.0,62.0
2012-10-01,61.0,15.0,0.0,61.0
2012-10-02,78.0,10.0,0.0,66.0
2012-10-03,92.0,6.0,0.0,68.0
2012-10-04,88.0,8.0,0.0,70.0
2012-10-05,68.0,8.0,0.0,70.0
2012-10-06,66.0,16.0,0.0,66.0
2012-10-07,74.0,9.0,0.0,50.0
2012-10-08,76.0,8.0,0.0,50.0
2012-10-09,82.0,13.0,0.0,54.0
2012-10-10,75.0,15.0,0.0,60.0
2012-10-11,52.0,14.0,0.0,53.0
2012-10-12,57.0,16.0,0.0,49.0
2012-10-13,50.0,12.0,0.0,46.0
2012-10-14,64.0,15.0,0.0,62.0
2012-10-15,80.0,13.0,0.0,65.0
2012-10-16,59.0,18.0,0.0,54.0
2012-10-17,60.0,8.0,0.0,53.0
2012-10-18,71.0,13.0,0.0,58.0
2012-10-19,92.0,13.0,0.0,64.0
2012-10-20,71.0,14.0,0.0,62.0
2012-10-21,57.0,14.0,0.0,57.0
2012-10-22,57.0,13.0,0.0,58.0
2012-10-23,64.0,8.0,0.0,60.0
2012-10-24,84.0,10.0,0.0,58.0
2012-10-25,79.0,8.0,0.0,59.0
2012-10-26,77.0,6.0,0.0,61.0
2012-10-27,76.0,15.0,0.0,62.0
2012-10-28,66.0,24.0,0.0,57.0
2012-10-29,80.0,38.0,0.0,57.0
2012-10-30,84.0,21.0,0.0,51.0
2012-10-31,73.0,13.0,0.0,47.0
2012-11-01,66.0,14.0,0.0,47.0
2012-11-02,57.0,16.0,0.0,48.0
2012-11-03,52.0,18.0,0.0,46.0
2012-11-04,58.0,14.0,0.0,45.0
2012-11-05,50.0,13.0,0.0,40.0
2012-11-06,47.0,12.0,0.0,37.0
2012-11-07,72.0,22.0,4.3,36.0
2012-11-08,66.0,16.0,0.4,40.0
2012-11-09,47.0,16.0,0.0,45.0
2012-11-10,63.0,9.0,0.0,49.0
2012-11-11,71.0,8.0,0.0,57.0
2012-11-12,84.0,15.0,0.0,57.0
2012-11-13,72.0,13.0,0.0,51.0
2012-11-14,55.0,15.0,0.0,42.0
2012-11-15,55.0,13.0,0.0,40.0
2012-11-16,56.0,13.0,0.0,42.0
2012-11-17,54.0,12.0,0.0,45.0
2012-11-18,66.0,13.0,0.0,44.0
2012-11-19,74.0,14.0,0.0,42.0
2012-11-20,63.0,9.0,0.0,46.0
2012-11-21,56.0,10.0,0.0,47.0
2012-11-22,70.0,9.0,0.0,48.0
2012-11-23,70.0,12.0,0.0,50.0
2012-11-24,55.0,21.0,0.0,43.0
2012-11-25,48.0,15.0,0.0,37.0
2012-11-26,44.0,15.0,0.0,42.0
2012-11-27,70.0,13.0,,38.0
2012-11-28,67.0,14.0,0.0,38.0
2012-11-29,52.0,15.0,0.0,39.0
2012-11-30,61.0,18.0,0.0,42.0
2012-12-01,81.0,18.0,0.0,39.0
2012-12-02,87.0,14.0,0.0,47.0
2012-12-03,72.0,12.0,0.0,55.0
2012-12-04,84.0,8.0,0.0,55.0
2012-12-05,63.0,18.0,0.0,47.0
2012-12-06,48.0,15.0,0.0,35.0
2012-12-07,78.0,12.0,0.0,41.0
2012-12-08,93.0,10.0,0.0,47.0
2012-12-09,85.0,15.0,0.0,46.0
2012-12-10,94.0,12.0,0.0,52.0
2012-12-11,71.0,15.0,0.0,50.0
2012-12-12,51.0,10.0,0.0,40.0
2012-12-13,55.0,12.0,0.0,41.0
2012-12-14,49.0,16.0,0.0,43.0
2012-12-15,55.0,10.0,0.0,43.0
2012-12-16,81.0,21.0,0.0,45.0
2012-12-17,95.0,18.0,0.0,42.0
2012-12-18,83.0,18.0,0.0,49.0
2012-12-19,55.0,18.0,0.0,43.0
2012-12-20,67.0,15.0,0.0,41.0
2012-12-21,78.0,24.0,0.0,46.0
2012-12-22,61.0,24.0,,37.0
2012-12-23,46.0,16.0,0.0,39.0
2012-12-24,74.0,12.0,,37.0
2012-12-25,80.0,14.0,0.0,37.0
2012-12-26,80.0,30.0,0.4,34.0
2012-12-27,81.0,29.0,,35.0
2012-12-28,61.0,17.0,0.0,34.0
2012-12-29,82.0,15.0,,32.0
2012-12-30,60.0,22.0,0.0,31.0
2012-12-31,56.0,15.0,0.0,33.0
2013-01-01,54.0,15.0,0.0,33.0
2013-01-02,48.0,15.0,0.0,28.0
2013-01-03,56.0,13.0,0.0,28.0
2013-01-04,56.0,18.0,0.0,34.0
2013-01-05,48.0,17.0,0.0,37.0
2013-01-06,67.0,13.0,,40.0
2013-01-07,50.0,16.0,0.0,41.0
2013-01-08,59.0,17.0,0.0,42.0
2013-01-09,65.0,14.0,0.0,44.0
2013-01-10,48.0,15.0,0.0,44.0
2013-01-11,74.0,10.0,0.0,42.0
2013-01-12,93.0,10.0,0.0,45.0
2013-01-13,93.0,12.0,0.0,47.0
2013-01-14,73.0,14.0,0.0,47.0
2013-01-15,72.0,13.0,0.0,37.0
2013-01-16,83.0,16.0,,35.0
2013-01-17,66.0,13.0,0.0,39.0
2013-01-18,46.0,14.0,0.0,30.0
2013-01-19,48.0,20.0,0.0,41.0
2013-01-20,41.0,23.0,0.0,42.0
2013-01-21,47.0,15.0,0.0,29.0
2013-01-22,43.0,20.0,,20.0
2013-01-23,42.0,17.0,0.0,16.0
2013-01-24,46.0,20.0,0.0,17.0
2013-01-25,62.0,15.0,1.5,19.0
2013-01-26,59.0,17.0,0.0,21.0
2013-01-27,50.0,14.0,0.0,27.0
2013-01-28,69.0,13.0,,33.0
2013-01-29,82.0,10.0,0.0,43.0
2013-01-30,89.0,15.0,0.0,49.0
2013-01-31,63.0,26.0,0.0,46.0
2013-02-01,46.0,15.0,0.0,28.0
2013-02-02,58.0,16.0,0.1,24.0
2013-02-03,67.0,10.0,0.3,27.0
2013-02-04,54.0,17.0,0.0,27.0
2013-02-05,68.0,13.0,0.4,30.0
2013-02-06,62.0,15.0,0.0,34.0
2013-02-07,44.0,10.0,0.0,29.0
2013-02-08,78.0,25.0,6.3,31.0
2013-02-09,64.0,18.0,0.0,27.0
2013-02-10,51.0,13.0,0.0,27.0
2013-02-11,74.0,10.0,0.0,40.0
2013-02-12,64.0,17.0,0.0,40.0
2013-02-13,61.0,12.0,,39.0
2013-02-14,63.0,13.0,,40.0
2013-02-15,59.0,16.0,0.0,46.0
2013-02-16,69.0,15.0,,36.0
2013-02-17,37.0,25.0,0.0,25.0
2013-02-18,39.0,17.0,0.0,26.0
2013-02-19,64.0,18.0,0.0,41.0
2013-02-20,45.0,22.0,0.0,32.0
2013-02-21,49.0,21.0,0.0,29.0
2013-02-22,59.0,16.0,0.0,32.0
2013-02-23,85.0,21.0,0.0,39.0
2013-02-24,72.0,17.0,0.0,41.0
2013-02-25,57.0,12.0,0.0,39.0
2013-02-26,75.0,20.0,0.0,40.0
2013-02-27,83.0,24.0,0.0,42.0
2013-02-28,58.0,12.0,0.0,45.0
2013-03-01,60.0,15.0,0.0,41.0
2013-03-02,59.0,13.0,,36.0
2013-03-03,56.0,16.0,,35.0
2013-03-04,52.0,18.0,0.0,35.0
2013-03-05,50.0,15.0,0.0,40.0
2013-03-06,69.0,30.0,0.0,40.0
2013-03-07,78.0,26.0,,36.0
2013-03-08,76.0,17.0,4.0,37.0
2013-03-09,40.0,16.0,0.0,45.0
2013-03-10,70.0,13.0,0.0,43.0
2013-03-11,81.0,16.0,0.0,47.0
2013-03-12,81.0,20.0,0.0,50.0
2013-03-13,54.0,17.0,0.0,45.0
2013-03-14,41.0,21.0,0.0,35.0
2013-03-15,46.0,16.0,0.0,39.0
2013-03-16,67.0,13.0,0.3,37.0
2013-03-17,57.0,14.0,0.0,34.0
2013-03-18,68.0,17.0,3.0,32.0
2013-03-19,78.0,23.0,0.0,38.0
2013-03-20,46.0,20.0,,39.0
2013-03-21,54.0,14.0,,35.0
2013-03-22,48.0,17.0,0.0,35.0
2013-03-23,44.0,18.0,0.0,39.0
2013-03-24,47.0,13.0,0.0,40.0
2013-03-25,71.0,24.0,,38.0
2013-03-26,54.0,13.0,0.0,45.0
2013-03-27,43.0,16.0,0.0,45.0
2013-03-28,56.0,13.0,0.0,44.0
2013-03-29,47.0,15.0,0.0,48.0
2013-03-30,42.0,12.0,0.0,50.0
2013-03-31,61.0,16.0,0.0,49.0
2013-04-01,62.0,20.0,0.0,50.0
2013-04-02,33.0,18.0,0.0,38.0
2013-04-03,31.0,15.0,0.0,40.0
2013-04-04,40.0,13.0,0.0,43.0
2013-04-05,37.0,17.0,0.0,53.0
2013-04-06,36.0,20.0,0.0,44.0
2013-04-07,56.0,14.0,0.0,48.0
2013-04-08,52.0,16.0,0.0,62.0
2013-04-09,53.0,17.0,0.0,67.0
2013-04-10,65.0,16.0,0.0,65.0
2013-04-11,77.0,15.0,0.0,54.0
2013-04-12,82.0,23.0,0.0,44.0
2013-04-13,67.0,13.0,0.0,50.0
2013-04-14,46.0,16.0,0.0,52.0
2013-04-15,51.0,14.0,0.0,52.0
2013-04-16,70.0,18.0,0.0,55.0
2013-04-17,53.0,12.0,0.0,63.0
2013-04-18,70.0,17.0,0.0,55.0
2013-04-19,80.0,16.0,0.0,63.0
2013-04-20,54.0,16.0,0.0,52.0
2013-04-21,40.0,15.0,0.0,46.0
2013-04-22,53.0,21.0,0.0,48.0
2013-04-23,69.0,20.0,0.0,47.0
2013-04-24,64.0,12.0,0.0,57.0
2013-04-25,48.0,16.0,0.0,56.0
2013-04-26,32.0,13.0,0.0,59.0
2013-04-27,32.0,13.0,0.0,60.0
2013-04-28,41.0,14.0,0.0,60.0
2013-04-29,69.0,13.0,0.0,55.0
2013-04-30,54.0,10.0,0.0,60.0
2013-05-01,49.0,16.0,0.0,58.0
2013-05-02,54.0,9.0,0.0,61.0
2013-05-03,57.0,17.0,0.0,58.0
2013-05-04,61.0,16.0,0.0,59.0
2013-05-05,56.0,14.0,0.0,55.0
2013-05-06,69.0,12.0,0.0,58.0
2013-05-07,68.0,10.0,0.0,63.0
2013-05-08,88.0,12.0,0.0,59.0
2013-05-09,80.0,9.0,0.0,61.0
2013-05-10,61.0,10.0,0.0,69.0
2013-05-11,89.0,10.0,0.0,66.0
2013-05-12,59.0,16.0,0.0,61.0
2013-05-13,44.0,15.0,0.0,52.0
2013-05-14,45.0,10.0,0.0,52.0
2013-05-15,56.0,22.0,0.0,62.0
2013-05-16,55.0,13.0,0.0,71.0
2013-05-17,40.0,17.0,0.0,65.0
2013-05-18,62.0,9.0,0.0,61.0
2013-05-19,84.0,12.0,0.0,57.0
2013-05-20,82.0,10.0,0.0,69.0
2013-05-21,70.0,13.0,0.0,77.0
2013-05-22,79.0,16.0,0.0,69.0
2013-05-23,84.0,12.0,0.0,72.0
2013-05-24,88.0,15.0,0.0,55.0
2013-05-25,76.0,17.0,0.0,50.0
2013-05-26,48.0,20.0,0.0,57.0
2013-05-27,39.0,12.0,0.0,62.0
2013-05-28,72.0,10.0,0.0,62.0
2013-05-29,79.0,10.0,0.0,70.0
2013-05-30,56.0,10.0,0.0,81.0
2013-05-31,52.0,10.0,0.0,83.0
2013-06-01,59.0,12.0,0.0,82.0
2013-06-02,73.0,15.0,0.0,79.0
2013-06-03,71.0,12.0,0.0,72.0
2013-06-04,43.0,13.0,0.0,66.0
2013-06-05,57.0,10.0,0.0,66.0
2013-06-06,72.0,13.0,0.0,65.0
2013-06-07,95.0,20.0,0.0,61.0
2013-06-08,77.0,15.0,0.0,67.0
2013-06-09,63.0,10.0,0.0,72.0
2013-06-10,84.0,14.0,0.0,66.0
2013-06-11,79.0,16.0,0.0,72.0
2013-06-12,54.0,16.0,0.0,71.0
2013-06-13,74.0,20.0,0.0,62.0
2013-06-14,73.0,18.0,0.0,63.0
2013-06-15,55.0,12.0,0.0,71.0
2013-06-16,58.0,15.0,0.0,73.0
2013-06-17,68.0,10.0,0.0,77.0
2013-06-18,72.0,12.0,0.0,74.0
2013-06-19,62.0,13.0,0.0,68.0
2013-06-20,56.0,12.0,0.0,71.0
2013-06-21,53.0,10.0,0.0,73.0
2013-06-22,53.0,10.0,0.0,75.0
2013-06-23,67.0,14.0,0.0,79.0
2013-06-24,64.0,13.0,0.0,83.0
2013-06-25,59.0,14.0,0.0,82.0
2013-06-26,67.0,12.0,0.0,80.0
2013-06-27,75.0,13.0,0.0,80.0
2013-06-28,74.0,12.0,0.0,79.0
2013-06-29,71.0,12.0,0.0,77.0
2013-06-30,80.0,10.0,0.0,80.0
2013-07-01,88.0,14.0,0.0,75.0
2013-07-02,84.0,12.0,0.0,77.0
2013-07-03,87.0,12.0,0.0,78.0
2013-07-04,80.0,14.0,0.0,81.0
2013-07-05,69.0,13.0,0.0,83.0
2013-07-06,62.0,13.0,0.0,85.0
2013-07-07,63.0,13.0,0.0,85.0
2013-07-08,67.0,13.0,0.0,81.0
2013-07-09,71.0,15.0,0.0,81.0
2013-07-10,73.0,13.0,0.0,80.0
2013-07-11,66.0,10.0,0.0,80.0
2013-07-12,74.0,18.0,0.0,73.0
2013-07-13,86.0,13.0,0.0,74.0
2013-07-14,76.0,10.0,0.0,82.0
2013-07-15,62.0,9.0,0.0,86.0
2013-07-16,54.0,14.0,0.0,86.0
2013-07-17,53.0,9.0,0.0,88.0
2013-07-18,52.0,9.0,0.0,90.0
2013-07-19,60.0,15.0,0.0,90.0
2013-07-20,58.0,15.0,0.0,87.0
2013-07-21,58.0,12.0,0.0,83.0
2013-07-22,80.0,12.0,0.0,81.0
2013-07-23,75.0,14.0,0.0,80.0
2013-07-24,62.0,14.0,0.0,76.0
2013-07-25,63.0,17.0,0.0,66.0
2013-07-26,59.0,13.0,0.0,74.0
2013-07-27,65.0,12.0,0.0,76.0
2013-07-28,80.0,13.0,0.0,74.0
2013-07-29,66.0,14.0,0.0,77.0
2013-07-30,51.0,10.0,0.0,75.0
2013-07-31,54.0,8.0,0.0,75.0
2013-08-01,79.0,10.0,0.0,71.0
2013-08-02,69.0,13.0,0.0,75.0
2013-08-03,63.0,13.0,0.0,73.0
2013-08-04,57.0,13.0,0.0,73.0
2013-08-05,48.0,10.0,0.0,70.0
2013-08-06,54.0,9.0,0.0,73.0
2013-08-07,65.0,13.0,0.0,75.0
2013-08-08,86.0,10.0,0.0,76.0
2013-08-09,80.0,16.0,0.0,80.0
2013-08-10,61.0,14.0,0.0,77.0
2013-08-11,52.0,9.0,0.0,73.0
2013-08-12,70.0,8.0,0.0,76.0
2013-08-13,83.0,12.0,0.0,73.0
2013-08-14,64.0,15.0,0.0,68.0
2013-08-15,52.0,10.0,0.0,69.0
2013-08-16,52.0,8.0,0.0,73.0
2013-08-17,51.0,8.0,0.0,74.0
2013-08-18,57.0,10.0,0.0,72.0
2013-08-19,64.0,9.0,0.0,73.0
2013-08-20,61.0,9.0,0.0,78.0
2013-08-21,54.0,8.0,0.0,81.0
2013-08-22,84.0,10.0,0.0,75.0
2013-08-23,59.0,13.0,0.0,77.0
2013-08-24,48.0,14.0,0.0,73.0
2013-08-25,55.0,10.0,0.0,74.0
2013-08-26,70.0,14.0,0.0,76.0
2013-08-27,69.0,12.0,0.0,79.0
2013-08-28,76.0,9.0,0.0,79.0
2013-08-29,78.0,12.0,0.0,76.0
2013-08-30,66.0,13.0,0.0,78.0
2013-08-31,73.0,13.0,0.0,80.0
2013-09-01,76.0,10.0,0.0,80.0
2013-09-02,82.0,12.0,0.0,78.0
2013-09-03,67.0,12.0,0.0,75.0
2013-09-04,54.0,12.0,0.0,74.0
