13-52,13,52,568
13-53,13,53,576
13-54,13,54,554
13-55,13,55,5157
13-56,13,56,554
13-57,13,57,574
13-58,13,58,777
13-59,13,59,549
13-6,13,6,528
13-7,13,7,565
13-8,13,8,717
13-9,13,9,571
14-0,14,0,92385
14-1,14,1,439
14-10,14,10,9373
14-11,14,11,556
14-12,14,12,727
14-13,14,13,630
14-14,14,14,683
14-15,14,15,14072
14-16,14,16,560
14-17,14,17,649
14-18,14,18,850
14-19,14,19,580
14-2,14,2,659
14-20,14,20,13243
14-21,14,21,539
14-22,14,22,640
14-23,14,23,658
14-24,14,24,607
14-25,14,25,6496
14-26,14,26,623
14-27,14,27,669
14-28,14,28,895
14-29,14,29,590
14-3,14,3,558
14-30,14,30,48521
14-31,14,31,427
14-32,14,32,608
14-33,14,33,604
14-34,14,34,543
14-35,14,35,5772
14-36,14,36,597
14-37,14,37,593
14-38,14,38,793
14-39,14,39,592
14-4,14,4,474
14-40,14,40,12523
14-41,14,41,463
14-42,14,42,669
14-43,14,43,601
14-44,14,44,592
14-45,14,45,15797
14-46,14,46,544
14-47,14,47,665
14-48,14,48,838
14-49,14,49,546
14-5,14,5,4657
14-50,14,50,13582
14-51,14,51,446
14-52,14,52,612
14-53,14,53,635
14-54,14,54,506
14-55,14,55,6004
14-56,14,56,533
14-57,14,57,663
14-58,14,58,840
14-59,14,59,552
14-6,14,6,590
14-7,14,7,598
14-8,14,8,726
14-9,14,9,589
15-0,15,0,116221
15-1,15,1,713
15-10,15,10,11440
15-11,15,11,606
15-12,15,12,707
15-13,15,13,667
15-14,15,14,599
15-15,15,15,16607
15-16,15,16,547
15-17,15,17,630
15-18,15,18,887
15-19,15,19,604
15-2,15,2,577
15-20,15,20,13939
15-21,15,21,495
15-22,15,22,624
15-23,15,23,664
15-24,15,24,607
15-25,15,25,6546
15-26,15,26,536
15-27,15,27,624
15-28,15,28,772
15-29,15,29,559
15-3,15,3,709
15-30,15,30,53508
15-31,15,31,423
15-32,15,32,580
15-33,15,33,635
15-34,15,34,584
15-35,15,35,5905
15-36,15,36,569
15-37,15,37,693
15-38,15,38,797
15-39,15,39,633
15-4,15,4,519
15-40,15,40,13405
15-41,15,41,441
15-42,15,42,668
15-43,15,43,744
15-44,15,44,588
15-45,15,45,16361
15-46,15,46,534
15-47,15,47,658
15-48,15,48,765
15-49,15,49,618
15-5,15,5,5518
15-50,15,50,13004
15-51,15,51,504
15-52,15,52,561
15-53,15,53,621
15-54,15,54,582
15-55,15,55,6202
15-56,15,56,522
15-57,15,57,627
15-58,15,58,836
15-59,15,59,537
15-6,15,6,544
15-7,15,7,633
15-8,15,8,815
15-9,15,9,619
16-0,16,0,103994
16-1,16,1,503
16-10,16,10,10572
16-11,16,11,604
16-12,16,12,822
16-13,16,13,679
16-14,16,14,700
16-15,16,15,15336
16-16,16,16,654
16-17,16,17,668
16-18,16,18,885
16-19,16,19,647
16-2,16,2,574
16-20,16,20,13355
16-21,16,21,484
16-22,16,22,691
16-23,16,23,743
16-24,16,24,681
16-25,16,25,6828
16-26,16,26,554
16-27,16,27,676
16-28,16,28,865
16-29,16,29,567
16-3,16,3,594
16-30,16,30,52368
16-31,16,31,444
16-32,16,32,645
16-33,16,33,598
16-34,16,34,627
16-35,16,35,6026
16-36,16,36,576
16-37,16,37,637
16-38,16,38,825
16-39,16,39,659
16-4,16,4,616
16-40,16,40,12345
16-41,16,41,554
16-42,16,42,722
16-43,16,43,721
16-44,16,44,675
16-45,16,45,15674
16-46,16,46,578
16-47,16,47,654
16-48,16,48,915
16-49,16,49,630
16-5,16,5,5476
16-50,16,50,12281
16-51,16,51,528
16-52,16,52,625
16-53,16,53,645
16-54,16,54,646
16-55,16,55,5734
16-56,16,56,564
16-57,16,57,587
16-58,16,58,823
16-59,16,59,558
16-6,16,6,540
16-7,16,7,624
16-8,16,8,852
16-9,16,9,641
17-0,17,0,103510
17-1,17,1,539
17-10,17,10,10288
17-11,17,11,630
17-12,17,12,797
17-13,17,13,690
17-14,17,14,656
17-15,17,15,15564
17-16,17,16,558
17-17,17,17,754
17-18,17,18,947
17-19,17,19,671
17-2,17,2,633
17-20,17,20,13081
17-21,17,21,533
17-22,17,22,642
17-23,17,23,759
17-24,17,24,622
17-25,17,25,6682
17-26,17,26,598
17-27,17,27,616
17-28,17,28,900
17-29,17,29,609
17-3,17,3,634
17-30,17,30,52670
17-31,17,31,447
17-32,17,32,617
17-33,17,33,609
17-34,17,34,652
17-35,17,35,5814
17-36,17,36,657
17-37,17,37,696
17-38,17,38,820
17-39,17,39,594
17-4,17,4,600
17-40,17,40,11707
17-41,17,41,489
17-42,17,42,697
17-43,17,43,721
17-44,17,44,621
17-45,17,45,15954
17-46,17,46,579
17-47,17,47,618
17-48,17,48,905
17-49,17,49,614
17-5,17,5,5572
17-50,17,50,12804
17-51,17,51,514
17-52,17,52,615
17-53,17,53,654
17-54,17,54,624
17-55,17,55,5883
17-56,17,56,590
17-57,17,57,644
17-58,17,58,808
17-59,17,59,538
17-6,17,6,619
17-7,17,7,621
17-8,17,8,901
17-9,17,9,668
18-0,18,0,112102
18-1,18,1,508
18-10,18,10,9931
18-11,18,11,552
18-12,18,12,766
18-13,18,13,696
18-14,18,14,651
18-15,18,15,15380
18-16,18,16,604
18-17,18,17,662
18-18,18,18,909
18-19,18,19,635
18-2,18,2,637
18-20,18,20,13162
18-21,18,21,542
18-22,18,22,717
18-23,18,23,702
18-24,18,24,701
18-25,18,25,6614
18-26,18,26,648
18-27,18,27,745
18-28,18,28,797
18-29,18,29,678
18-3,18,3,624
18-30,18,30,53486
18-31,18,31,451
18-32,18,32,710
18-33,18,33,608
18-34,18,34,634
18-35,18,35,5782
18-36,18,36,650
18-37,18,37,668
18-38,18,38,809
18-39,18,39,661
18-4,18,4,585
18-40,18,40,12266
18-41,18,41,533
18-42,18,42,646
18-43,18,43,747
18-44,18,44,731
18-45,18,45,15897
18-46,18,46,625
18-47,18,47,650
18-48,18,48,879
18-49,18,49,632
18-5,18,5,5344
18-50,18,50,12691
18-51,18,51,459
18-52,18,52,655
18-53,18,53,644
18-54,18,54,598
18-55,18,55,6015
18-56,18,56,625
18-57,18,57,702
18-58,18,58,837
18-59,18,59,587
18-6,18,6,625
18-7,18,7,653
18-8,18,8,757
18-9,18,9,633
19-0,19,0,100290
19-1,19,1,569
19-10,19,10,10191
19-11,19,11,624
19-12,19,12,799
19-13,19,13,725
19-14,19,14,704
19-15,19,15,15433
19-16,19,16,603
19-17,19,17,785
19-18,19,18,948
19-19,19,19,756
19-2,19,2,689
19-20,19,20,13486
19-21,19,21,614
19-22,19,22,712
19-23,19,23,763
19-24,19,24,704
19-25,19,25,6898
19-26,19,26,677
19-27,19,27,745
19-28,19,28,914
19-29,19,29,672
19-3,19,3,721
19-30,19,30,53571
19-31,19,31,509
19-32,19,32,678
19-33,19,33,659
19-34,19,34,668
19-35,19,35,6282
19-36,19,36,687
19-37,19,37,694
19-38,19,38,886
19-39,19,39,683
19-4,19,4,600
19-40,19,40,12284
19-41,19,41,574
19-42,19,42,669
19-43,19,43,683
19-44,19,44,680
19-45,19,45,15681
19-46,19,46,580
19-47,19,47,722
19-48,19,48,895
19-49,19,49,683
19-5,19,5,5589
19-50,19,50,13190
19-51,19,51,534
19-52,19,52,644
19-53,19,53,674
19-54,19,54,587
19-55,19,55,6167
19-56,19,56,609
19-57,19,57,722
19-58,19,58,762
19-59,19,59,582
19-6,19,6,606
19-7,19,7,734
19-8,19,8,851
19-9,19,9,688
2-0,2,0,46057
2-1,2,1,373
2-10,2,10,6008
2-11,2,11,367
2-12,2,12,484
2-13,2,13,420
2-14,2,14,453
2-15,2,15,7624
2-16,2,16,352
2-17,2,17,407
2-18,2,18,546
2-19,2,19,361
2-2,2,2,399
2-20,2,20,7348
2-21,2,21,349
2-22,2,22,411
2-23,2,23,411
2-24,2,24,375
2-25,2,25,3384
2-26,2,26,341
2-27,2,27,395
2-28,2,28,474
2-29,2,29,331
2-3,2,3,399
2-30,2,30,22632
2-31,2,31,244
2-32,2,32,383
2-33,2,33,391
2-34,2,34,358
2-35,2,35,3144
2-36,2,36,362
2-37,2,37,375
2-38,2,38,484
2-39,2,39,351
2-4,2,4,406
2-40,2,40,6469
2-41,2,41,304
2-42,2,42,352
2-43,2,43,384
2-44,2,44,343
2-45,2,45,7096
2-46,2,46,325
2-47,2,47,375
2-48,2,48,437
2-49,2,49,303
2-5,2,5,3448
2-50,2,50,6806
2-51,2,51,243
2-52,2,52,341
2-53,2,53,320
2-54,2,54,312
2-55,2,55,3094
2-56,2,56,310
2-57,2,57,334
2-58,2,58,450
2-59,2,59,314
2-6,2,6,355
2-7,2,7,411
2-8,2,8,481
2-9,2,9,384
20-0,20,0,106703
20-1,20,1,603
20-10,20,10,10964
20-11,20,11,670
20-12,20,12,899
20-13,20,13,764
20-14,20,14,766
20-15,20,15,15255
20-16,20,16,627
20-17,20,17,736
20-18,20,18,1045
20-19,20,19,670
20-2,20,2,635
20-20,20,20,12219
20-21,20,21,560
20-22,20,22,699
20-23,20,23,737
20-24,20,24,676
20-25,20,25,6627
20-26,20,26,621
20-27,20,27,635
20-28,20,28,846
20-29,20,29,606
20-3,20,3,663
20-30,20,30,50511
20-31,20,31,439
20-32,20,32,659
20-33,20,33,621
20-34,20,34,703
20-35,20,35,6098
20-36,20,36,632
20-37,20,37,639
20-38,20,38,839
20-39,20,39,674
20-4,20,4,601
20-40,20,40,11554
20-41,20,41,540
20-42,20,42,599
20-43,20,43,776
20-44,20,44,656
20-45,20,45,14688
20-46,20,46,590
20-47,20,47,649
20-48,20,48,853
20-49,20,49,618
20-5,20,5,5795
20-50,20,50,11544
20-51,20,51,486
20-52,20,52,641
20-53,20,53,678
20-54,20,54,552
20-55,20,55,5798
20-56,20,56,591
20-57,20,57,640
20-58,20,58,823
20-59,20,59,531
20-6,20,6,676
20-7,20,7,704
20-8,20,8,918
20-9,20,9,676
21-0,21,0,92016
21-1,21,1,482
21-10,21,10,9895
21-11,21,11,556
21-12,21,12,690
21-13,21,13,661
21-14,21,14,619
21-15,21,15,13690
21-16,21,16,534
21-17,21,17,661
21-18,21,18,893
21-19,21,19,623
21-2,21,2,520
21-20,21,20,11938
21-21,21,21,515
21-22,21,22,629
21-23,21,23,683
21-24,21,24,624
21-25,21,25,6185
21-26,21,26,556
21-27,21,27,657
21-28,21,28,768
21-29,21,29,612
21-3,21,3,634
21-30,21,30,48643
21-31,21,31,452
21-32,21,32,578
21-33,21,33,614
21-34,21,34,614
21-35,21,35,5593
21-36,21,36,628
21-37,21,37,608
21-38,21,38,829
21-39,21,39,576
21-4,21,4,605
21-40,21,40,11450
21-41,21,41,467
21-42,21,42,636
21-43,21,43,698
21-44,21,44,624
21-45,21,45,13993
21-46,21,46,519
21-47,21,47,648
21-48,21,48,881
21-49,21,49,565
21-5,21,5,5369
21-50,21,50,11349
21-51,21,51,475
21-52,21,52,588
21-53,21,53,594
21-54,21,54,569
21-55,21,55,5159
21-56,21,56,516
21-57,21,57,548
21-58,21,58,743
21-59,21,59,523
21-6,21,6,603
21-7,21,7,584
21-8,21,8,917
21-9,21,9,683
22-0,22,0,90635
22-1,22,1,509
22-10,22,10,9838
22-11,22,11,491
22-12,22,12,633
22-13,22,13,637
22-14,22,14,611
22-15,22,15,13088
22-16,22,16,534
22-17,22,17,608
22-18,22,18,814
22-19,22,19,591
22-2,22,2,558
22-20,22,20,10653
22-21,22,21,445
22-22,22,22,594
22-23,22,23,652
22-24,22,24,594
22-25,22,25,5847
22-26,22,26,513
22-27,22,27,501
22-28,22,28,734
22-29,22,29,497
22-3,22,3,594
22-30,22,30,44927
22-31,22,31,370
22-32,22,32,567
22-33,22,33,526
22-34,22,34,509
22-35,22,35,5342
22-36,22,36,536
22-37,22,37,560
22-38,22,38,767
22-39,22,39,556
22-4,22,4,561
22-40,22,40,10586
22-41,22,41,457
22-42,22,42,570
22-43,22,43,607
22-44,22,44,523
22-45,22,45,12296
22-46,22,46,500
22-47,22,47,555
22-48,22,48,718
22-49,22,49,537
22-5,22,5,5064
22-50,22,50,11301
22-51,22,51,427
22-52,22,52,546
22-53,22,53,539
22-54,22,54,451
22-55,22,55,4625
22-56,22,56,466
22-57,22,57,516
22-58,22,58,738
22-59,22,59,482
22-6,22,6,561
22-7,22,7,584
22-8,22,8,759
22-9,22,9,564
23-0,23,0,77310
23-1,23,1,458
23-10,23,10,8796
23-11,23,11,531
23-12,23,12,625
23-13,23,13,533
23-14,23,14,592
23-15,23,15,12616
23-16,23,16,451
23-17,23,17,557
23-18,23,18,783
23-19,23,19,539
23-2,23,2,510
23-20,23,20,10080
23-21,23,21,424
23-22,23,22,518
23-23,23,23,584
23-24,23,24,533
23-25,23,25,5055
23-26,23,26,417
23-27,23,27,500
23-28,23,28,625
23-29,23,29,489
23-3,23,3,520
23-30,23,30,41464
23-31,23,31,373
23-32,23,32,472
23-33,23,33,626
23-34,23,34,448
23-35,23,35,5701
23-36,23,36,463
23-37,23,37,507
23-38,23,38,661
23-39,23,39,487
23-4,23,4,507
23-40,23,40,10197
23-41,23,41,389
23-42,23,42,537
23-43,23,43,544
23-44,23,44,498
23-45,23,45,13041
23-46,23,46,474
23-47,23,47,557
23-48,23,48,668
23-49,23,49,518
23-5,23,5,4778
23-50,23,50,11270
23-51,23,51,415
23-52,23,52,531
23-53,23,53,524
23-54,23,54,478
23-55,23,55,5584
23-56,23,56,465
23-57,23,57,542
23-58,23,58,777
23-59,23,59,2193
23-6,23,6,496
23-7,23,7,563
23-8,23,8,725
23-9,23,9,576
24-0,24,0,903
3-0,3,0,37882
3-1,3,1,286
3-10,3,10,4849
3-11,3,11,249
3-12,3,12,411
3-13,3,13,347
3-14,3,14,309
3-15,3,15,6859
3-16,3,16,309
3-17,3,17,322
3-18,3,18,460
3-19,3,19,321
3-2,3,2,332
3-20,3,20,6208
3-21,3,21,293
3-22,3,22,328
3-23,3,23,318
3-24,3,24,334
3-25,3,25,3017
3-26,3,26,336
3-27,3,27,349
3-28,3,28,414
3-29,3,29,323
3-3,3,3,349
3-30,3,30,18609
3-31,3,31,218
3-32,3,32,268
3-33,3,33,338
3-34,3,34,284
3-35,3,35,2517
3-36,3,36,275
3-37,3,37,285
3-38,3,38,400
3-39,3,39,295
3-4,3,4,336
3-40,3,40,5563
3-41,3,41,215
3-42,3,42,314
3-43,3,43,270
3-44,3,44,260
3-45,3,45,6257
3-46,3,46,260
3-47,3,47,333
3-48,3,48,378
3-49,3,49,281
3-5,3,5,2652
3-50,3,50,6209
3-51,3,51,249
3-52,3,52,285
3-53,3,53,306
3-54,3,54,283
3-55,3,55,2776
3-56,3,56,261
3-57,3,57,327
3-58,3,58,416
3-59,3,59,297
3-6,3,6,337
3-7,3,7,318
3-8,3,8,410
3-9,3,9,330
4-0,4,0,31080
4-1,4,1,250
4-10,4,10,4884
4-11,4,11,291
4-12,4,12,373
4-13,4,13,291
4-14,4,14,302
4-15,4,15,6415
4-16,4,16,307
4-17,4,17,356
4-18,4,18,404
4-19,4,19,312
4-2,4,2,296
4-20,4,20,6164
4-21,4,21,253
4-22,4,22,339
4-23,4,23,308
4-24,4,24,291
4-25,4,25,2794
4-26,4,26,290
4-27,4,27,283
4-28,4,28,370
4-29,4,29,272
4-3,4,3,265
4-30,4,30,17151
4-31,4,31,169
4-32,4,32,335
4-33,4,33,266
4-34,4,34,246
4-35,4,35,2415
4-36,4,36,242
4-37,4,37,314
4-38,4,38,349
4-39,4,39,250
4-4,4,4,282
4-40,4,40,4655
4-41,4,41,199
4-42,4,42,270
4-43,4,43,245
4-44,4,44,269
4-45,4,45,5508
4-46,4,46,220
4-47,4,47,244
4-48,4,48,359
4-49,4,49,230
4-5,4,5,2616
4-50,4,50,4565
4-51,4,51,179
4-52,4,52,240
4-53,4,53,252
4-54,4,54,229
4-55,4,55,1872
4-56,4,56,202
4-57,4,57,239
4-58,4,58,274
4-59,4,59,215
4-6,4,6,283
4-7,4,7,348
4-8,4,8,417
4-9,4,9,302
5-0,5,0,24293
5-1,5,1,194
5-10,5,10,3021
5-11,5,11,216
5-12,5,12,224
5-13,5,13,180
5-14,5,14,200
5-15,5,15,4126
5-16,5,16,169
5-17,5,17,212
5-18,5,18,254
5-19,5,19,194
5-2,5,2,238
5-20,5,20,3633
5-21,5,21,132
5-22,5,22,182
5-23,5,23,214
5-24,5,24,190
5-25,5,25,1630
5-26,5,26,184
5-27,5,27,192
5-28,5,28,227
5-29,5,29,160
5-3,5,3,218
5-30,5,30,12726
5-31,5,31,114
5-32,5,32,158
5-33,5,33,144
5-34,5,34,152
5-35,5,35,1265
5-36,5,36,161
5-37,5,37,161
5-38,5,38,190
5-39,5,39,150
5-4,5,4,187
5-40,5,40,3008
5-41,5,41,137
5-42,5,42,167
5-43,5,43,172
5-44,5,44,160
5-45,5,45,3892
5-46,5,46,164
5-47,5,47,147
5-48,5,48,194
5-49,5,49,143
5-5,5,5,1649
5-50,5,50,3026
5-51,5,51,112
5-52,5,52,151
5-53,5,53,139
5-54,5,54,152
5-55,5,55,1270
5-56,5,56,126
5-57,5,57,137
5-58,5,58,193
5-59,5,59,138
5-6,5,6,169
5-7,5,7,224
5-8,5,8,280
5-9,5,9,227
6-0,6,0,25482
6-1,6,1,185
6-10,6,10,2590
6-11,6,11,145
6-12,6,12,168
6-13,6,13,171
6-14,6,14,145
6-15,6,15,4059
6-16,6,16,122
6-17,6,17,145
6-18,6,18,180
6-19,6,19,127
6-2,6,2,159
6-20,6,20,3266
6-21,6,21,119
6-22,6,22,140
6-23,6,23,150
6-24,6,24,136
6-25,6,25,1460
6-26,6,26,131
6-27,6,27,137
6-28,6,28,179
6-29,6,29,142
6-3,6,3,182
6-30,6,30,13956
6-31,6,31,108
6-32,6,32,135
6-33,6,33,124
6-34,6,34,117
6-35,6,35,1212
6-36,6,36,141
6-37,6,37,126
6-38,6,38,150
6-39,6,39,146
6-4,6,4,143
6-40,6,40,2949
6-41,6,41,104
6-42,6,42,162
6-43,6,43,142
6-44,6,44,125
6-45,6,45,4821
6-46,6,46,119
6-47,6,47,152
6-48,6,48,178
6-49,6,49,138
6-5,6,5,1632
6-50,6,50,3491
6-51,6,51,123
6-52,6,52,140
6-53,6,53,143
6-54,6,54,147
6-55,6,55,1262
6-56,6,56,96
6-57,6,57,141
6-58,6,58,203
6-59,6,59,136
6-6,6,6,155
6-7,6,7,149
6-8,6,8,206
6-9,6,9,145
7-0,7,0,37696
7-1,7,1,132
7-10,7,10,2835
7-11,7,11,139
7-12,7,12,202
7-13,7,13,170
7-14,7,14,171
7-15,7,15,5359
7-16,7,16,140
7-17,7,17,148
7-18,7,18,193
7-19,7,19,144
7-2,7,2,153
7-20,7,20,3945
7-21,7,21,125
7-22,7,22,156
7-23,7,23,166
7-24,7,24,164
7-25,7,25,1619
7-26,7,26,137
7-27,7,27,106
7-28,7,28,154
7-29,7,29,140
7-3,7,3,162
7-30,7,30,22199
7-31,7,31,99
7-32,7,32,154
7-33,7,33,127
7-34,7,34,153
7-35,7,35,1688
7-36,7,36,172
7-37,7,37,166
7-38,7,38,230
7-39,7,39,164
7-4,7,4,135
7-40,7,40,4579
7-41,7,41,125
7-42,7,42,165
7-43,7,43,165
7-44,7,44,171
7-45,7,45,7613
7-46,7,46,187
7-47,7,47,173
7-48,7,48,255
7-49,7,49,188
7-5,7,5,1670
7-50,7,50,5431
7-51,7,51,157
7-52,7,52,204
7-53,7,53,174
7-54,7,54,182
7-55,7,55,2041
7-56,7,56,196
7-57,7,57,195
7-58,7,58,254
7-59,7,59,194
7-6,7,6,149
7-7,7,7,174
7-8,7,8,178
7-9,7,9,161
8-0,8,0,78411
8-1,8,1,180
8-10,8,10,4613
8-11,8,11,219
8-12,8,12,282
8-13,8,13,234
8-14,8,14,261
8-15,8,15,8280
8-16,8,16,240
8-17,8,17,249
8-18,8,18,277
8-19,8,19,260
8-2,8,2,213
8-20,8,20,6173
8-21,8,21,183
8-22,8,22,255
8-23,8,23,296
8-24,8,24,263
8-25,8,25,2545
8-26,8,26,234
8-27,8,27,262
8-28,8,28,286
8-29,8,29,247
8-3,8,3,209
8-30,8,30,30966
8-31,8,31,190
8-32,8,32,234
8-33,8,33,230
8-34,8,34,279
8-35,8,35,2306
8-36,8,36,238
8-37,8,37,266
8-38,8,38,301
8-39,8,39,255
8-4,8,4,213
8-40,8,40,5783
8-41,8,41,250
8-42,8,42,255
8-43,8,43,290
8-44,8,44,278
8-45,8,45,8469
8-46,8,46,262
8-47,8,47,301
8-48,8,48,324
8-49,8,49,295
8-5,8,5,2297
8-50,8,50,5807
8-51,8,51,195
8-52,8,52,281
8-53,8,53,291
