8-54,8,54,288
8-55,8,55,2450
8-56,8,56,221
8-57,8,57,280
8-58,8,58,399
8-59,8,59,294
8-6,8,6,232
8-7,8,7,257
8-8,8,8,265
8-9,8,9,248
9-0,9,0,89653
9-1,9,1,224
9-10,9,10,4551
9-11,9,11,286
9-12,9,12,401
9-13,9,13,320
9-14,9,14,346
9-15,9,15,8616
9-16,9,16,300
9-17,9,17,339
9-18,9,18,400
9-19,9,19,278
9-2,9,2,310
9-20,9,20,6118
9-21,9,21,269
9-22,9,22,350
9-23,9,23,323
9-24,9,24,313
9-25,9,25,2788
9-26,9,26,286
9-27,9,27,324
9-28,9,28,379
9-29,9,29,287
9-3,9,3,315
9-30,9,30,33259
9-31,9,31,231
9-32,9,32,288
9-33,9,33,309
9-34,9,34,298
9-35,9,35,2448
9-36,9,36,323
9-37,9,37,344
9-38,9,38,369
9-39,9,39,288
9-4,9,4,271
9-40,9,40,6075
9-41,9,41,239
9-42,9,42,327
9-43,9,43,326
9-44,9,44,351
9-45,9,45,8364
9-46,9,46,315
9-47,9,47,319
9-48,9,48,441
9-49,9,49,297
9-5,9,5,2448
9-50,9,50,6130
9-51,9,51,253
9-52,9,52,351
9-53,9,53,320
9-54,9,54,335
9-55,9,55,2488
9-56,9,56,315
9-57,9,57,335
9-58,9,58,419
9-59,9,59,304
9-6,9,6,312
9-7,9,7,363
9-8,9,8,380
9-9,9,9,293
